_id,tanggal,jenis_kejadian_bencana,keterangan_jkb,sumber_informasi,alamat_kejadian,kelurahan,kecamatan,wilayah,kerugian_jumlah_kk,taksiran_kerugian,periode_data
1552,2018-08-04T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Arjuna Selatan,Kemanggisan,Palmerah,Kota Administrasi Jakarta Barat,0,0,201808
1553,2018-08-04T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,"Jl. Jagakarsa 1, No. 18",Jagakarsa,Jagakarsa,Kota Administrasi Jakarta Selatan,1,3000000,201808
1554,2018-08-04T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,"Jl. Kepu Timur, Gg. Bugis",Kemayoran,Kemayoran,Kota Administrasi Jakarta Pusat,0,0,201808
1555,2018-08-04T00:00:00,Kebakaran,Bencana Kebakaran,Petugas Pemadam,Jl.Kapuk Muara,Kapuk Muara,Penjaringan,Kota Administrasi Jakarta Utara,0,150000000,201808
1556,2018-08-04T00:00:00,Kebakaran,Bencana Kebakaran,Petugas Pemadam,Jl.Inspeksi kanal ( BKT ),Marunda,Cilincing,Kota Administrasi Jakarta Utara,0,0,201808
1557,2018-08-04T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Angkasa ( Belakang Industri Kemayoran ),Gunung Sahari Selatan,Kemayoran,Kota Administrasi Jakarta Pusat,0,0,201808
1558,2018-08-04T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Damai Buntu No.41,Cipete Utara,Kebayoran Baru,Kota Administrasi Jakarta Selatan,0,96000000,201808
1559,2018-08-04T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Manggarai Utara 1 ( RPTRA Rusun Manggarai ),Manggarai,Tebet,Kota Administrasi Jakarta Selatan,0,0,201808
1560,2018-08-04T00:00:00,Penyelamatan,Bencana pada Ketinggian (operasi penyelamatan Beda Ketinggian),Petugas Instansi Lain,Jl.Kali Besar Timur 4 No.37,Pinangsia,Tamansari,Kota Administrasi Jakarta Barat,0,0,201808
1561,2018-08-04T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl.Bintaro Permai 3,Bintaro,Pesanggrahan,Kota Administrasi Jakarta Selatan,0,0,201808
1562,2018-08-04T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Raya Citra Garden Palm ( Sekolah Dian Kasih ),Pegadungan,Kalideres,Kota Administrasi Jakarta Barat,0,0,201808
1563,2018-08-05T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Dr.Saharjo ( Depan Koramil ),Tebet Barat,Tebet,Kota Administrasi Jakarta Selatan,0,1800000,201808
1564,2018-08-04T00:00:00,Penyelamatan,Bencana Transportasi (operasi penyelamatan Transportasi).,Masyarakat Telepon,Jl.Kemuning IV,Pejaten Timur,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,0,201808
1565,2018-08-05T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Patung Pemuda,Selong,Kebayoran Baru,Kota Administrasi Jakarta Selatan,0,0,201808
1566,2018-08-05T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Layang Kuningan,Menteng Dalam,Tebet,Kota Administrasi Jakarta Selatan,0,0,201808
1567,2018-08-05T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Bundaran HI,Menteng,Menteng,Kota Administrasi Jakarta Pusat,0,0,201808
1568,2018-08-05T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Simpang Sarina,Gondangdia,Menteng,Kota Administrasi Jakarta Pusat,0,0,201808
1569,2018-08-05T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Patung Kuda,Gambir,Gambir,Kota Administrasi Jakarta Pusat,0,0,201808
1570,2018-08-05T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Istana Negara,Gambir,Gambir,Kota Administrasi Jakarta Pusat,0,0,201808
1571,2018-08-05T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Anggrek No.26,Cilandak Timur,Pasar Minggu,Kota Administrasi Jakarta Selatan,3,50000000,201808
1572,2018-08-05T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Subur Ujung No.19A,Menteng Atas,Setiabudi,Kota Administrasi Jakarta Selatan,1,60000000,201808
1573,2018-08-05T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. G2 No.26,Slipi,Palmerah,Kota Administrasi Jakarta Barat,0,0,201808
1574,2018-08-05T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,"Jl. Kawasan PIK, Blok B No.82",Penggilingan,Cakung,Kota Administrasi Jakarta Timur,0,0,201808
1575,2018-08-05T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,"Jl. Camar Gg.II, Blok.R, No.22",Semper barat,Cilincing,Kota Administrasi Jakarta Utara,0,0,201808
1576,2018-08-05T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. H. Suit No.7A,Semper barat,Cilincing,Kota Administrasi Jakarta Utara,0,0,201808
1577,2018-08-05T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Stadion Gelora Bung Karno,Gelora,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,201808
1578,2018-08-05T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Instansi Lain,Sungai Ciliwung,Kebon Melati,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,201808
1579,2018-08-05T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Instansi Lain,Jl. Benyamin Sueb,Kebon Kosong,Kemayoran,Kota Administrasi Jakarta Pusat,0,0,201808
1580,2018-08-05T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Instansi Lain,Jl. SKI Taman Impian Jaya Ancol Dan Layar marina,Ancol,Pademangan,Kota Administrasi Jakarta Utara,0,0,201808
1581,2018-08-05T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Instansi Lain,Jl. Gudang Peluru Komplek PASMAR 1 Marunda,Marunda,Cilincing,Kota Administrasi Jakarta Utara,0,0,201808
1582,2018-08-06T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Kebon Sayur,Ciracas,Ciracas,Kota Administrasi Jakarta Timur,1,80000000,201808
1583,2018-08-06T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Tanjung Duren Barat III,Tanjung duren Utara,Grogol Petamburan,Kota Administrasi Jakarta Barat,0,5000000,201808
1584,2018-08-06T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Kemayoran Ketapang,Kebon Kosong,Kemayoran,Kota Administrasi Jakarta Pusat,0,0,201808
1585,2018-08-06T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Inspeksi Pesanggrahan,Pesanggrahan,Pesanggrahan,Kota Administrasi Jakarta Selatan,0,100000000,201808
1586,2018-08-07T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Instansi Lain,Jl. Perintis kemerdekaan,kelapa Gading Timur,Kelapa Gading,Kota Administrasi Jakarta Utara,0,0,201808
1587,2018-08-07T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Instansi Lain,"Jl. Benyamin Sueb, Halaman Wisma Atlet C2",Pademangan Timur,Pademangan,Kota Administrasi Jakarta Utara,0,0,201808
1588,2018-08-07T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Instansi Lain,Sekitaran Bundaran Hotel Indonesia (HI),Menteng,Menteng,Kota Administrasi Jakarta Pusat,0,0,201808
1589,2018-08-07T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Zakaria 2,Sukabumi Utara,Kebun Jeruk,Kota Administrasi Jakarta Barat,2,500000000,201808
1590,2018-08-07T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Hadiah,Jelambar,Grogol Petamburan,Kota Administrasi Jakarta Barat,0,0,201808
1591,2018-08-07T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Raya Citra Garden Palm ( Sekolah Dian Kasih ),Pegadungan,Kalideres,Kota Administrasi Jakarta Barat,0,0,201808
1592,2018-08-07T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Antena II ( Radio Dalam ),Gandaria Utara,Kebayoran Baru,Kota Administrasi Jakarta Selatan,0,0,201808
1593,2018-08-07T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Rp.Suroso ( Apartemen Menteng Regensi ),Cikini,Menteng,Kota Administrasi Jakarta Pusat,0,100000,201808
1594,2018-08-07T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Instansi Lain,Jl.M.T.Haryono ( Depan Rumah Sakit Tebet ),Tebet Barat,Tebet,Kota Administrasi Jakarta Selatan,0,0,201808
1595,2018-08-07T00:00:00,Kebakaran,Bencana Kebakaran,Petugas Instansi Lain,Jl.Raya Ragunan,Jatipadang,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,0,201808
1596,2018-08-08T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Kayu Putih Selatan III,Kayu Putih,Pulogadung,Kota Administrasi Jakarta Timur,0,0,201808
1597,2018-08-07T00:00:00,Penyelamatan,Bencana Transportasi (operasi penyelamatan Transportasi).,Petugas Pemadam,Jl.Zainul Arifin,Duri pulo,Gambir,Kota Administrasi Jakarta Pusat,0,0,201808
1598,2018-08-08T00:00:00,Kebakaran,Bencana Kebakaran,Petugas Pemadam,Jl.Raya Pondok Kopi,Pondok Kopi,Duren Sawit,Kota Administrasi Jakarta Timur,0,0,201808
1599,2018-08-07T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Instansi Lain,Jl.Asem Baris Raya,Tebet Barat,Tebet,Kota Administrasi Jakarta Selatan,0,0,201808
1600,2018-08-08T00:00:00,Penyelamatan,Bencana Transportasi (operasi penyelamatan Transportasi).,Masyarakat Datang,Depan R.S Duren Sawit,Duren Sawit,Duren Sawit,Kota Administrasi Jakarta Timur,0,0,201808
1601,2018-08-08T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,jl.bangka 9 kav 99,Bangka,Mampang Prapatan,Kota Administrasi Jakarta Selatan,0,0,201808
1602,2018-08-09T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,"Jl.Warakas I,Gg.21 No.2",Papanggo,Tanjung Priok,Kota Administrasi Jakarta Utara,1,150000000,201808
1603,2018-08-09T00:00:00,Kebakaran,Bencana Kebakaran,Petugas Instansi Lain,Rusun Rawa Jati,Cempaka putih Barat,Cempaka Putih,Kota Administrasi Jakarta Pusat,0,0,201808
1604,2018-08-12T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Instansi Lain,"Jl. Angkasa Raya, No. 103 (Rusun Boing)",Kebon Kosong,Kemayoran,Kota Administrasi Jakarta Pusat,0,0,201808
1605,2018-08-12T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl. Suryo Pranoto,Petojo Selatan,Gambir,Kota Administrasi Jakarta Pusat,0,0,201808
1606,2018-08-12T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl. M.H. Thamrin (Bundaran HI),Gondangdia,Menteng,Kota Administrasi Jakarta Pusat,0,0,201808
1607,2018-08-12T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Gelora Bung Karno Pintu Merah,Gelora,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,201808
1608,2018-08-12T00:00:00,Kebakaran,Bencana Kebakaran,Petugas Pemadam,Jl. Panjang Arteri,Kebon Jeruk,Kebun Jeruk,Kota Administrasi Jakarta Barat,0,100000,201808
1609,2018-08-12T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Salihara 06,Jatipadang,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,1000000,201808
1610,2018-08-12T00:00:00,Penyelamatan,Pohon Tumbang,Masyarakat Telepon,Jl. Komarudin Sisi Timur Tol,Cakung Barat,Cakung,Kota Administrasi Jakarta Timur,0,0,201808
1611,2018-08-12T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,"Jl. Adikarya, No. 1",Kedoya Selatan,Kebun Jeruk,Kota Administrasi Jakarta Barat,0,0,201808
1612,2018-08-12T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Instansi Lain,Jl. Imam Bonjol,Menteng,Menteng,Kota Administrasi Jakarta Pusat,0,0,201808
1613,2018-08-12T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,"Jl. Lagoa Terusan C2, Gg. 4, No. 25",Lagoa,Koja,Kota Administrasi Jakarta Utara,0,10000000,201808
1614,2018-08-12T00:00:00,Penyelamatan,Bencana Transportasi (operasi penyelamatan Transportasi).,Masyarakat Datang,Jl. K.H. Moh. Mansyur (Samping Alpindo),Tanah Sereal,Tambora,Kota Administrasi Jakarta Barat,0,0,201808
1615,2018-08-13T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Matraman Dalam 2,Pegangsaan,Menteng,Kota Administrasi Jakarta Pusat,0,3000000000,201808
1616,2018-08-13T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Kali Baru Barat II-A,Kalibaru,Cilincing,Kota Administrasi Jakarta Utara,12,500000000,201808
1617,2018-08-13T00:00:00,Kebakaran,Bencana Kebakaran,Petugas Pemadam,Jl. Cakung Cilincing Raya ( Cacing ) arah cakung ( depan Komatsu ),Rorotan,Cilincing,Kota Administrasi Jakarta Utara,0,2000000,201808
1618,2018-08-13T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Bulungan Raya,Kramat Pela,Kebayoran Baru,Kota Administrasi Jakarta Selatan,0,0,201808
1619,2018-08-13T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Rt.10 Rw.14 ( titik kenal perumahan Pasadena ),Cengkareng Timur,Cengkareng,Kota Administrasi Jakarta Barat,0,0,201808
1620,2018-08-13T00:00:00,Bantuan Operasi,Kerja Bakti,kosong,Jl. Cilandak KKO ( titik kenal depan masjid Jannatin Rw. 05 dan depan kawasan Trakindo ),Cilandak Timur,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,0,201808
1621,2018-08-13T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Kayu Besar No.25,Cengkareng Timur,Cengkareng,Kota Administrasi Jakarta Barat,0,0,201808
1622,2018-08-13T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Pulau tidung,Pulau Tidung,Kep. Seribu Selatan,Kota Administrasi Jakarta Utara,0,0,201808
1623,2018-08-13T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,kosong,Jl. Gelora Bung Karno,Gelora,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,201808
1624,2018-08-13T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,kosong,Jl. H.B.R Motik,Kebon Kosong,Kemayoran,Kota Administrasi Jakarta Pusat,0,0,201808
1625,2018-08-13T00:00:00,Bantuan Operasi,Kerja Bakti,kosong,Jl. Medan Merdeka Barat / depan Indosiar,Gambir,Gambir,Kota Administrasi Jakarta Pusat,0,0,201808
1626,2018-08-13T00:00:00,Bantuan Operasi,Kerja Bakti,kosong,Jl. Gelora,Gelora,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,201808
1627,2018-08-13T00:00:00,Bantuan Operasi,Kerja Bakti,kosong,Jl. Semanggi Atas Sudirman,Gelora,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,201808
1628,2018-08-13T00:00:00,Bantuan Operasi,Kerja Bakti,kosong,Jl. M. H Thamrin,Menteng,Menteng,Kota Administrasi Jakarta Pusat,0,0,201808
1629,2018-08-13T00:00:00,Bantuan Operasi,Kerja Bakti,kosong,Jl. Let Jen Soeprapto,Galur,Johar Baru,Kota Administrasi Jakarta Pusat,0,0,201808
1630,2018-08-13T00:00:00,Bantuan Operasi,Kerja Bakti,kosong,Jl. Masjid Akbar,Serdang,Kemayoran,Kota Administrasi Jakarta Pusat,0,0,201808
1631,2018-08-13T00:00:00,Bantuan Operasi,Kerja Bakti,kosong,Jl. Stasiun Senen,Senen,Senen,Kota Administrasi Jakarta Pusat,0,0,201808
1632,2018-08-13T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,kosong,Jl. Suka Mulya VI,harapan mulia,Kemayoran,Kota Administrasi Jakarta Pusat,0,0,201808
1633,2018-08-13T00:00:00,Bantuan Operasi,Kerja Bakti,kosong,Jl. Lapangan Banteng,Pasar Baru,Sawah Besar,Kota Administrasi Jakarta Pusat,0,0,201808
1634,2018-08-13T00:00:00,Bantuan Operasi,Kerja Bakti,kosong,Jl. Ahmad yani,Cempaka Putih Timur,Cempaka Putih,Kota Administrasi Jakarta Pusat,0,0,201808
1635,2018-08-14T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Tamansari IX No. III-B,Tamansari,Tamansari,Kota Administrasi Jakarta Barat,2,70000000,201808
1636,2018-08-22T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Gatot Subroto,Gelora,Tanah Abang,Kota Administrasi Jakarta Pusat,0,80000000,201808
1637,2018-08-22T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Kapuk Poglar No.28,Kapuk,Cengkareng,Kota Administrasi Jakarta Barat,0,5000000,201808
1638,2018-08-22T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Tol Lingkar Luar Arah Tanah Kusir,Ulujami,Pesanggrahan,Kota Administrasi Jakarta Selatan,0,0,201808
1639,2018-08-22T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Manunggal V,Kedoya Selatan,Kebun Jeruk,Kota Administrasi Jakarta Barat,0,0,201808
1640,2018-08-22T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Kesatriaan N07,Cilincing,Cilincing,Kota Administrasi Jakarta Utara,1,20000000,201808
1641,2018-08-22T00:00:00,Bantuan Operasi,Kerja Bakti,Masyarakat Telepon,Jl.Nilam Raya No1,Sumur Batu,Kemayoran,Kota Administrasi Jakarta Pusat,0,0,201808
1642,2018-08-22T00:00:00,Bantuan Operasi,Kerja Bakti,Masyarakat Telepon,Jl.Tebet Barat Dalam VIIF,Tebet Barat,Tebet,Kota Administrasi Jakarta Selatan,0,0,201808
1643,2018-08-22T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Abdul Majid,Cipete Selatan,Cilandak,Kota Administrasi Jakarta Selatan,0,0,201808
1644,2018-08-22T00:00:00,Bantuan Operasi,Kerja Bakti,Masyarakat Datang,Jl.Masdjid Al-Mubarok II,Cipulir,Kebayoran Lama,Kota Administrasi Jakarta Selatan,0,0,201808
1645,2018-08-23T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Belakang Sekolah Dian Kasih,Kalideres,Kalideres,Kota Administrasi Jakarta Barat,0,0,201808
1646,2018-08-23T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Gendang Komp Pertambangan,Pondok Bambu,Duren Sawit,Kota Administrasi Jakarta Timur,32,900000000,201808
1647,2018-08-22T00:00:00,Bantuan Operasi,Kerja Bakti,Masyarakat Datang,Jl.Kalibaru Barat ( Stadion Mini ),Kalibaru,Cilincing,Kota Administrasi Jakarta Utara,0,0,201808
1648,2018-08-22T00:00:00,Bantuan Operasi,Kerja Bakti,Masyarakat Datang,Jl.Komplek Green Garden Blok A1,Rorotan,Cilincing,Kota Administrasi Jakarta Utara,0,0,201808
1649,2018-08-22T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl.Penjernian II No.2 ( Kantor PAM Jaya ),Bendungan Hilir,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,201808
1650,2018-08-17T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,Jakarta Convention Center,Bendungan Hilir,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,201808
1651,2018-08-17T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,Stadion Utama GBK Pintu Merah,Gelora,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,201808
1652,2018-08-17T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,GBK Pintu Kuning (Depan TVRI),Gelora,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,201808
1653,2018-08-17T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,GBK Pintu 4,Gelora,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,201808
1654,2018-08-17T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,GBK Pintu 9 (Parkir Timur),Gelora,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,201808
1655,2018-08-17T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,Wisma Atlet Kemayoran,Kebon Kosong,Kemayoran,Kota Administrasi Jakarta Pusat,0,0,201808
1656,2018-08-17T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,Jakarta International Equestrian Park,Gelora,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,201808
1657,2018-08-17T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,GOR POPKI Stadium Cibubur (Handball),Cibubur,Ciracas,Kota Administrasi Jakarta Timur,0,0,201808
1658,2018-08-17T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,Hotel Borobudur,Pasar Baru,Sawah Besar,Kota Administrasi Jakarta Pusat,0,0,201808
1659,2018-08-23T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Tangki Wood III No.12,Tangki,Tamansari,Kota Administrasi Jakarta Barat,0,0,201808
1660,2018-08-23T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Belimbing 7,Jagakarsa,Jagakarsa,Kota Administrasi Jakarta Selatan,0,75000000,201808
1661,2018-08-23T00:00:00,Penyelamatan,Bencana Transportasi (operasi penyelamatan Transportasi).,Petugas Instansi Lain,Jl. Cipulir I,Cipulir,Kebayoran Lama,Kota Administrasi Jakarta Selatan,0,0,201808
1662,2018-08-17T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,GBK Pintu 6,Gelora,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,201808
1663,2018-08-20T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Lapangan Softball GBK,Gelora,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,201808
1664,2018-08-20T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Zona Bin - Bin,Gelora,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,201808
1665,2018-08-20T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Lapangan Hoki GBK,Gelora,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,201808
1666,2018-08-20T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Lapangan Panahan GBK,Gelora,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,201808
1667,2018-08-20T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Stadion Aquatics GBK,Gelora,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,201808
1668,2018-08-14T00:00:00,Penyelamatan,Pengendalian Hewan,Jakarta Siaga 112,Jl. Krekot Raya Titik Kenal Depan Kantor Lurah Pasar Baru,Pasar Baru,Sawah Besar,Kota Administrasi Jakarta Pusat,0,0,201808
1669,2018-08-14T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Pemadam,Jl. Medan Merdeka Selatan,Gambir,Gambir,Kota Administrasi Jakarta Pusat,0,0,201808
1670,2018-08-14T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Pemadam,Jl. Jend. Sudirman s.d Jl. MH. Thamrin,Bendungan Hilir,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,201808
1671,2018-08-14T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Pemadam,Jl. MH. Thamrin s.d Jl. Kebon Sirih,Menteng,Menteng,Kota Administrasi Jakarta Pusat,0,0,201808
1672,2018-08-14T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Pemadam,Jl. Letjen Soeprapto s.s Fly Over Senen,Galur,Johar Baru,Kota Administrasi Jakarta Pusat,0,0,201808
1673,2018-08-14T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Pemadam,Jl. A. Yani ( dari SMAN 30 s.d Taman Solo ),Cempaka Putih Timur,Cempaka Putih,Kota Administrasi Jakarta Pusat,0,0,201808
1674,2018-08-14T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Pemadam,Jl. A. Yani ( Taman Solo s.d Perempetan Coca Cola ),Cempaka Putih Timur,Cempaka Putih,Kota Administrasi Jakarta Pusat,0,0,201808
1675,2018-08-14T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Pemadam,Jl. Benyamin Sueb ( Masjid Akbar Kemayoran ),Kebon Kosong,Kemayoran,Kota Administrasi Jakarta Pusat,0,0,201808
1676,2018-08-14T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Pemadam,"GOR Senen, Jl. Stasiun Senen",Senen,Senen,Kota Administrasi Jakarta Pusat,0,0,201808
1677,2018-08-14T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Pemadam,Lapangan Banteng,Senen,Senen,Kota Administrasi Jakarta Pusat,0,0,201808
1678,2018-08-14T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Pemadam,Jl. Utan Panjang Timur,Utan Panjang,Kemayoran,Kota Administrasi Jakarta Pusat,0,0,201808
1679,2018-08-14T00:00:00,Bantuan Operasi,Kerja Bakti,Masyarakat Datang,"Perum Grand Puri Laras Blok G.57, Jl. Raya Legoso",Tangerang,Tangerang,Kota Tangerang,0,0,201808
1680,2018-08-14T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,"Jl. Padang No.5, Titik Kenal Pasar Raya",Pasar Manggis,Setiabudi,Kota Administrasi Jakarta Selatan,1,1000000,201808
1681,2018-08-14T00:00:00,Kebakaran,Bencana Kebakaran,Petugas Pemadam,Jl. Raya Kebayoran Lama,Sukabumi Utara,Kebun Jeruk,Kota Administrasi Jakarta Barat,0,0,201808
1682,2018-08-14T00:00:00,Penyelamatan,Pengendalian Hewan,Petugas Instansi Lain,Jl. Darmawangsa IIA No.2,Pulo,Kebayoran Baru,Kota Administrasi Jakarta Selatan,0,0,201808
1683,2018-08-14T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Benting Jaya,Tugu Utara,Koja,Kota Administrasi Jakarta Utara,1,200000000,201808
1684,2018-08-14T00:00:00,Penyelamatan,Operasi Penyelamatan Lainnya,Masyarakat Datang,Jl. Lapangan Pors No.2A,Serdang,Kemayoran,Kota Administrasi Jakarta Pusat,0,0,201808
