_id,tanggal,jenis_kejadian_bencana,keterangan_jkb,sumber_informasi,alamat_kejadian,kelurahan,kecamatan,wilayah,kerugian_jumlah_kk,taksiran_kerugian,periode_data
1685,2018-08-14T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,Stadion Gelora Bung Karno,Gelora,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,201808
1686,2018-08-14T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,Arena Jakarta Convention Center (JCC),Gelora,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,201808
1687,2018-08-14T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Komplek Gading Mediterania Blok BH.11,kelapa gading barat,Kelapa Gading,Kota Administrasi Jakarta Utara,0,0,201808
1688,2018-08-15T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Taruna,Jati,Pulogadung,Kota Administrasi Jakarta Timur,30,1500000000,201808
1689,2018-08-15T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Pesona XIV No.241,Kalisari,Pasar Rebo,Kota Administrasi Jakarta Timur,0,0,201808
1690,2018-08-15T00:00:00,Penyelamatan,Pertolongan Gawat Darurat (Ambulan).,Masyarakat Telepon,Jl. Tirtayasa No.6,Melawai,Kebayoran Baru,Kota Administrasi Jakarta Selatan,0,0,201808
1691,2018-08-15T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Pemadam,Jl. Benyamin Sueb,Kebon Kosong,Kemayoran,Kota Administrasi Jakarta Pusat,0,0,201808
1692,2018-08-15T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Pemadam,Jl. M.H. Thamrin (Bundaran HI),Kebon Sirih,Menteng,Kota Administrasi Jakarta Pusat,0,0,201808
1693,2018-08-15T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Pemadam,Jl. M.H. Thamrin no. 10,Kebon Sirih,Menteng,Kota Administrasi Jakarta Pusat,0,0,201808
1694,2018-08-15T00:00:00,Penyelamatan,Bencana pada Ketinggian (operasi penyelamatan Beda Ketinggian),Petugas Instansi Lain,Jl. Gatot Subroto (Simpang Angkatan Laut),Bendungan Hilir,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,201808
1695,2018-08-15T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Lebak Bulus III No. 51C,Lebak Bulus,Cilandak,Kota Administrasi Jakarta Selatan,1,10000000,201808
1696,2018-08-15T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Kebantenan No.14,semper timur,Cilincing,Kota Administrasi Jakarta Utara,0,0,201808
1697,2018-08-15T00:00:00,Penyelamatan,Pengendalian Hewan,Petugas Instansi Lain,Lingkungan Setneg ( Mess Paspamres ),Gambir,Gambir,Kota Administrasi Jakarta Pusat,0,0,201808
1698,2018-08-15T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Kebayoran Lama,Sukabumi Utara,Kebun Jeruk,Kota Administrasi Jakarta Barat,0,0,201808
1699,2018-08-15T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Kramat Jaya Baru,Johar Baru,Johar Baru,Kota Administrasi Jakarta Pusat,0,500000,201808
1700,2018-08-15T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. PLN No.1,Duren Tiga,Pancoran,Kota Administrasi Jakarta Selatan,0,15000000,201808
1701,2018-08-16T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Kepu Dalam VII N0.117A,Kemayoran,Kemayoran,Kota Administrasi Jakarta Pusat,0,1000000,201808
1702,2018-08-16T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Slamet Riyadi 2 No.78,Kebon Manggis,Matraman,Kota Administrasi Jakarta Timur,0,1000000,201808
1703,2018-08-16T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Instansi Lain,Villa Kelapa Dua,Kelapa Dua,Kebun Jeruk,Kota Administrasi Jakarta Barat,0,0,201808
1704,2018-08-16T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Raya Cakung Cilincing,Cakung Timur,Cakung,Kota Administrasi Jakarta Timur,0,0,201808
1705,2018-08-16T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Instansi Lain,Jl.Lapangan Banteng Timur,Pasar Baru,Sawah Besar,Kota Administrasi Jakarta Pusat,0,0,201808
1706,2018-08-17T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Damai Buntu No.41,Petukangan Selatan,Pesanggrahan,Kota Administrasi Jakarta Selatan,1,250000000,201808
1707,2018-08-17T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Masdjid Darusalam,Gandaria Utara,Kebayoran Baru,Kota Administrasi Jakarta Selatan,0,20000000,201808
1708,2018-08-16T00:00:00,Penyelamatan,Bencana pada Ketinggian (operasi penyelamatan Beda Ketinggian),Petugas Instansi Lain,Jl.Gatot Subroto,Bendungan Hilir,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,201808
1709,2018-08-17T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jln. Kayu Besar 3 Blok O3 No. 17,Tegal Alur,Kalideres,Kota Administrasi Jakarta Barat,0,0,201808
1710,2018-08-17T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Pecah Kulit Dalam Gg. M,Pinangsia,Tamansari,Kota Administrasi Jakarta Barat,10,1800000000,201808
1711,2018-08-17T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Bangka VII Bawah No. 9,Pela Mampang,Mampang Prapatan,Kota Administrasi Jakarta Selatan,0,0,201808
1712,2018-08-18T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Puri 2,Kamal,Kalideres,Kota Administrasi Jakarta Barat,0,1500000000,201808
1713,2018-08-18T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Sayur Asem,Joglo,Kembangan,Kota Administrasi Jakarta Barat,0,3000000,201808
1714,2018-08-18T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Baidillah,Tangki,Tamansari,Kota Administrasi Jakarta Barat,0,30000000,201808
1715,2018-08-18T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Dato Tenggara 1 (Belakang SMA 62),Kramat Jati,Kramat Jati,Kota Administrasi Jakarta Timur,1,300000000,201808
1716,2018-08-18T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Cipete Dalam,Cipete Selatan,Cilandak,Kota Administrasi Jakarta Selatan,0,0,201808
1717,2018-08-18T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,"Jl. Nyiur Melambai, Blok. LL, No. 12",Rawa Badak Selatan,Koja,Kota Administrasi Jakarta Utara,0,0,201808
1718,2018-08-18T00:00:00,Kebakaran,Bencana Kebakaran,Petugas Pemadam,Jl. Peta Utara,Pegadungan,Kalideres,Kota Administrasi Jakarta Barat,0,0,201808
1719,2018-08-18T00:00:00,Penyelamatan,Bencana pada Ketinggian (operasi penyelamatan Beda Ketinggian),Petugas Instansi Lain,Jl. Gerbang Pemuda Senayan,Gelora,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,201808
1720,2018-08-18T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,"Jl. Puri Botanical Residense, No. 36, Blok. Miselia IX",Joglo,Kembangan,Kota Administrasi Jakarta Barat,1,55000000,201808
1721,2018-08-19T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Kapuk Pulo,Kapuk,Cengkareng,Kota Administrasi Jakarta Barat,0,0,201808
1722,2018-08-19T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Instansi Lain,Lingkungan Rw 11,Johar Baru,Johar Baru,Kota Administrasi Jakarta Pusat,0,0,201808
1723,2018-08-19T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Hidup Baru IV No. 244 A,Pademangan Barat,Pademangan,Kota Administrasi Jakarta Utara,2,500000000,201808
1724,2018-08-19T00:00:00,Kebakaran,Bencana Kebakaran,Petugas Pemadam,Jl. Hidup Baru IV No. 244 A,Pademangan Barat,Pademangan,Kota Administrasi Jakarta Utara,0,0,201808
1725,2018-08-19T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Pegangsaan Dua,Pegangsaan Dua,Kelapa Gading,Kota Administrasi Jakarta Utara,0,320000000,201808
1726,2018-08-19T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. B,Pejagalan,Penjaringan,Kota Administrasi Jakarta Utara,1,500000000,201808
1727,2018-08-19T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Mengkudu,Lagoa,Koja,Kota Administrasi Jakarta Utara,3,50000000,201808
1728,2018-08-19T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Mangga ( Depan SDN 07 Batu Ampar ),Batu Ampar,Kramat Jati,Kota Administrasi Jakarta Timur,0,0,201808
1729,2018-08-19T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. T. B Simatupang ( Jembatan Dukuh ),Rambutan,Ciracas,Kota Administrasi Jakarta Timur,0,0,201808
1730,2018-08-20T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Sawo Balai Kambing,Bale Kambang,Kramat Jati,Kota Administrasi Jakarta Timur,0,60000000,201808
1731,2018-08-20T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Kutilang Blok B No.12,Halim Perdana Kusuma,Makasar,Kota Administrasi Jakarta Timur,0,5000000,201808
1732,2018-08-19T00:00:00,Penyelamatan,Bencana Transportasi (operasi penyelamatan Transportasi).,Masyarakat Datang,Jl. Manunggal Al - Baidho,Lubang Buaya,Cipayung,Kota Administrasi Jakarta Timur,0,0,201808
1733,2018-08-19T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Kampung jembatan No. 30,Penggilingan,Cakung,Kota Administrasi Jakarta Timur,0,0,201808
1734,2018-08-19T00:00:00,Penyelamatan,Bencana Transportasi (operasi penyelamatan Transportasi).,Masyarakat Telepon,Jl. H. Miran ( BKT kuburan pondok kelapa ),Malaka Jaya,Duren Sawit,Kota Administrasi Jakarta Timur,0,0,201808
1735,2018-08-19T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Instansi Lain,Jl. Daan Mogot,Cengkareng Timur,Cengkareng,Kota Administrasi Jakarta Barat,0,0,201808
1736,2018-08-19T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Instansi Lain,Jl. Lada dalam,Pinangsia,Tamansari,Kota Administrasi Jakarta Barat,0,0,201808
1737,2018-08-20T00:00:00,Kebakaran,Bencana Kebakaran,Jakarta Siaga 112,Jl. Tanjung Duren Timur I No.16 Gg. Amal II,Tanjung duren Selatan,Grogol Petamburan,Kota Administrasi Jakarta Barat,0,1500000,201808
1738,2018-08-20T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Agung Raya I,Lenteng Agung,Jagakarsa,Kota Administrasi Jakarta Selatan,0,0,201808
1739,2018-08-20T00:00:00,Penyelamatan,Pengendalian Hewan,Jakarta Siaga 112,Jl. Pegelarang I No.2,Setu,Cipayung,Kota Administrasi Jakarta Timur,0,0,201808
1740,2018-08-20T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Pemadam,"YON BEKANG TNI-AD, Jl. Tanah Tinggi Barat",bungur,Senen,Kota Administrasi Jakarta Pusat,0,0,201808
1741,2018-08-20T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.gebyuran karang tengah permai blok C.Q,Tangerang,Tangerang,Kota Tangerang,1,200000000,201808
1742,2018-08-20T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.H.Agus Salim No.16 A,kebon sirih,Menteng,Kota Administrasi Jakarta Pusat,0,7375000,201808
1743,2018-08-20T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,"Jalan Budi Mulia,",Pademangan Barat,Pademangan,Kota Administrasi Jakarta Utara,1,500000,201808
1744,2018-08-21T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Taman Stasiun Tanjung Priok,Tanjung Priok,Tanjung Priok,Kota Administrasi Jakarta Utara,0,0,201808
1745,2018-08-21T00:00:00,Kebakaran,Bencana Kebakaran,Petugas Pemadam,Jl. Kramat pulo GG 19 No. 42,Kramat,Senen,Kota Administrasi Jakarta Pusat,0,10000000,201808
1746,2018-08-21T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Kapuk pulo,Kapuk,Cengkareng,Kota Administrasi Jakarta Barat,0,0,201808
1747,2018-08-21T00:00:00,Kebakaran,Bencana Kebakaran,Petugas Instansi Lain,Jl. Triloka 6 Komp. AU,Pancoran,Pancoran,Kota Administrasi Jakarta Selatan,0,0,201808
1748,2018-08-21T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Komp. BKPN Nop. 49 Jl. Rawasari selatan,Rawasari,Cempaka Putih,Kota Administrasi Jakarta Pusat,0,10000000,201808
1749,2018-08-21T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Lorong 101 No. 77,Koja,Koja,Kota Administrasi Jakarta Utara,0,40000000,201808
1750,2018-08-21T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Batu Ampar III ( SMA 51 ),Batu Ampar,Kramat Jati,Kota Administrasi Jakarta Timur,0,8000000,201808
1751,2018-08-21T00:00:00,Penyelamatan,Pohon Tumbang,Masyarakat Datang,Jl. Bendungan Hilir Raya,Bendungan Hilir,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,201808
1752,2018-08-21T00:00:00,Kebakaran,Bencana Kebakaran,Petugas Pemadam,Jl. Hidup Baru ( pasar Rajawali ),Pademangan Barat,Pademangan,Kota Administrasi Jakarta Utara,0,0,201808
1753,2018-08-21T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Sisi Barat TOL JORR Blok 1A,Pulo gebang,Cakung,Kota Administrasi Jakarta Timur,1,100000000,201808
1754,2018-08-21T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Cipinang Muara I,Pondok Bambu,Duren Sawit,Kota Administrasi Jakarta Timur,1,10000000,201808
1755,2018-08-21T00:00:00,Kebakaran,Bencana Kebakaran,Petugas Pemadam,Hutan taman Kota,Pademangan Timur,Pademangan,Kota Administrasi Jakarta Utara,0,0,201808
1756,2018-08-21T00:00:00,Kebakaran,Bencana Kebakaran,Petugas Pemadam,Tol S. Parman Arah Grogol,Pejagalan,Penjaringan,Kota Administrasi Jakarta Utara,0,400000000,201808
1757,2018-08-21T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Ciputat Raya Gg Murni,Pondok Pinang,Kebayoran Lama,Kota Administrasi Jakarta Selatan,0,0,201808
1758,2018-08-22T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. S. Parman Blok G 1-2,Slipi,Palmerah,Kota Administrasi Jakarta Barat,0,0,201808
1759,2018-08-22T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Triloka 6 Komp. AU,Pancoran,Pancoran,Kota Administrasi Jakarta Selatan,0,0,201808
1760,2018-08-22T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Pisangan Lama,Pisangan Timur,Pulogadung,Kota Administrasi Jakarta Timur,1,59000000,201808
1761,2018-08-09T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Instansi Lain,Lapangan Banteng,Pasar Baru,Sawah Besar,Kota Administrasi Jakarta Pusat,0,0,201808
1762,2018-08-09T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Instansi Lain,Lapangan Banteng,Pasar Baru,Sawah Besar,Kota Administrasi Jakarta Pusat,0,0,201808
1763,2018-08-09T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Asem Nirbaya Pintu 2 TMII,Pinang Ranti,Makasar,Kota Administrasi Jakarta Timur,0,0,201808
1764,2018-08-09T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Ciasem No. 8,Cikini,Menteng,Kota Administrasi Jakarta Pusat,0,0,201808
1765,2018-08-09T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Gemini,Kebon pala,Makasar,Kota Administrasi Jakarta Timur,0,0,201808
1766,2018-08-09T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Raya Tengah Pondok Kuwera No. 6,Gedong,Pasar Rebo,Kota Administrasi Jakarta Timur,0,10000000,201808
1767,2018-08-10T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Komarudin Sisi Timur Tol,Pulo gebang,Cakung,Kota Administrasi Jakarta Timur,6,400000000,201808
1768,2018-08-10T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl. Imam Bonjol,Menteng,Menteng,Kota Administrasi Jakarta Pusat,0,0,201808
1769,2018-08-10T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Bundaran HI,Kebon Melati,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,201808
1770,2018-08-10T00:00:00,Kebakaran,Bencana Kebakaran,Petugas Instansi Lain,Jl.Kramat Jaya ( Depan Islamic Center ),Tugu Utara,Koja,Kota Administrasi Jakarta Utara,0,0,201808
1771,2018-08-10T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Mandolin ( Komplek Puri Intan ),Pegangsaan Dua,Kelapa Gading,Kota Administrasi Jakarta Utara,1,270000000,201808
1772,2018-08-10T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Kampung Tengah,Kampung Tengah,Kramat Jati,Kota Administrasi Jakarta Timur,1,25000000,201808
1773,2018-08-10T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl.Kp.Kandang Besar,Ujung Menteng,Cakung,Kota Administrasi Jakarta Timur,0,0,201808
1774,2018-08-10T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl.Peta Selatan,Kalideres,Kalideres,Kota Administrasi Jakarta Barat,0,0,201808
1775,2018-08-10T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Slipi Cabang 2,Slipi,Palmerah,Kota Administrasi Jakarta Barat,0,0,201808
1776,2018-08-10T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Balimanan Gg.Bedeng,Manggarai Selatan,Tebet,Kota Administrasi Jakarta Selatan,0,0,201808
1777,2018-08-10T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Menteng Wadas Utara No.1,Pasar Manggis,Setiabudi,Kota Administrasi Jakarta Selatan,0,0,201808
1778,2018-08-10T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Kebon Kelapa unggal,Utan kayu selatan,Matraman,Kota Administrasi Jakarta Timur,0,0,201808
1779,2018-08-10T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Rawa Binong,Lubang Buaya,Cipayung,Kota Administrasi Jakarta Timur,0,0,201808
1780,2018-08-10T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Lapangan Tembak No.7C,Cibubur,Ciracas,Kota Administrasi Jakarta Timur,0,0,201808
1781,2018-08-10T00:00:00,Penyelamatan,Bencana pada Air (operasi penyelamatan pada Air),Petugas Pemadam,Jl.Blok A Sunter ( Jembatan Hitam ),Sunter Agung,Tanjung Priok,Kota Administrasi Jakarta Utara,0,0,201808
1782,2018-08-10T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Instansi Lain,Jl.TB.Simatupang N0.18,Kebagusan,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,0,201808
1783,2018-08-11T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Raya Bekasi Km.21 PT.DCAS,Rawa Terate,Cakung,Kota Administrasi Jakarta Timur,0,100000000,201808
1784,2018-08-11T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Bacang,Jatipadang,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,0,201808
1785,2018-08-11T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Kamboja,Kebon pala,Makasar,Kota Administrasi Jakarta Timur,0,0,201808
1786,2018-08-11T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Poltangan Raya No.2A,Tanjung Barat,Jagakarsa,Kota Administrasi Jakarta Selatan,1,2000000,201808
1787,2018-08-11T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Gang Masjid Walang,Rawa badak selatan,Koja,Kota Administrasi Jakarta Utara,1,50000000,201808
1788,2018-08-11T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Puskesmas No. 5,kelapa Gading Timur,Kelapa Gading,Kota Administrasi Jakarta Utara,0,0,201808
1789,2018-08-11T00:00:00,Penyelamatan,Bencana Transportasi (operasi penyelamatan Transportasi).,Petugas Pemadam,Jl. Gajah Mada Raya,Krukut,Tamansari,Kota Administrasi Jakarta Barat,0,100000000,201808
1790,2018-08-11T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Kembang Sepatu,Kramat,Senen,Kota Administrasi Jakarta Pusat,0,10000000,201808
1791,2018-08-12T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Serdang Raya No.5B,Serdang,Kemayoran,Kota Administrasi Jakarta Pusat,0,0,201808
1792,2018-08-12T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Instansi Lain,Jl. Sabang,Gondangdia,Menteng,Kota Administrasi Jakarta Pusat,0,0,201808
1793,2018-08-24T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Pos Pengumben Lama,Sukabumi Selatan,Kebun Jeruk,Kota Administrasi Jakarta Barat,0,0,201808
1794,2018-08-24T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Strategi 4 (Komplek Hankam),Joglo,Kembangan,Kota Administrasi Jakarta Barat,0,0,201808
1795,2018-08-24T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Lebak Lestari Blok G No. 49,Lebak Bulus,Cilandak,Kota Administrasi Jakarta Selatan,0,0,201808
1796,2018-08-24T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Instansi Lain,Jl. Stasiun Senen ( samping dan area gedung wayang Barata ),Senen,Senen,Kota Administrasi Jakarta Pusat,0,0,201808
1797,2018-08-24T00:00:00,Penyelamatan,Pohon Tumbang,Petugas Pemadam,Jl. Bendungan Hilir Raya (Depan Mess Polwan),Bendungan Hilir,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,201808
1798,2018-08-24T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Marunda Baru,Marunda,Cilincing,Kota Administrasi Jakarta Utara,0,0,201808
1799,2018-08-25T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Layur No.18,Jati,Pulogadung,Kota Administrasi Jakarta Timur,0,0,201808
1800,2018-08-24T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl. Pintu Satu Senayan (GBK),Gelora,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,201808
1801,2018-08-24T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl. Benyamin Sueb,Kemayoran,Kemayoran,Kota Administrasi Jakarta Pusat,0,0,201808
1802,2018-08-24T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl. Sunter Jaya 1 (Wisma Atlit Kemayoran),Sunter Jaya,Tanjung Priok,Kota Administrasi Jakarta Utara,0,0,201808
1803,2018-08-24T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl. Lap. Banteng Selatan No.1 (Hotel Borobudur),Pasar Baru,Sawah Besar,Kota Administrasi Jakarta Pusat,0,0,201808
1804,2018-08-24T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl. Taman Marina (Sea Front Marina),Ancol,Pademangan,Kota Administrasi Jakarta Utara,0,0,201808
1805,2018-08-24T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl. Lodan Timur No.7 (Belakang Hotel Mercure),Ancol,Pademangan,Kota Administrasi Jakarta Utara,0,0,201808
1806,2018-08-24T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl. Benyamin Sueb (Wisma Atlet Pademangan),Pademangan Timur,Pademangan,Kota Administrasi Jakarta Utara,0,0,201808
1807,2018-08-24T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl. Raya Kelapa Nias (HF 3 Kelapa Gading),Kelapa Gading Barat,Kelapa Gading,Kota Administrasi Jakarta Utara,0,0,201808
1808,2018-08-24T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl. Metro Pondok Indah No.16,Pondok Pinang,Kebayoran Lama,Kota Administrasi Jakarta Selatan,0,0,201808
1809,2018-08-24T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl. Bulungan No.78,Kramat Pela,Kebayoran Baru,Kota Administrasi Jakarta Selatan,0,0,201808
1810,2018-08-24T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl. Taman Mini Indonesia Indah,Ceger,Cipayung,Kota Administrasi Jakarta Timur,0,0,201808
1811,2018-08-24T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl. Taman Mini I,Ceger,Cipayung,Kota Administrasi Jakarta Timur,0,0,201808
1812,2018-08-24T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl. Karya Bakti,Cibubur,Ciracas,Kota Administrasi Jakarta Timur,0,0,201808
1813,2018-08-24T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl. Pulomas Jaya No.1,Kayu Putih,Pulogadung,Kota Administrasi Jakarta Timur,0,0,201808
1814,2018-08-24T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl. Pulomas Barat,Kayu Putih,Pulogadung,Kota Administrasi Jakarta Timur,0,0,201808
1815,2018-08-24T00:00:00,Penyelamatan,Bencana pada Air (operasi penyelamatan pada Air),Petugas Instansi Lain,Dermaga Pelabuhan Muara Angke,Pluit,Penjaringan,Kota Administrasi Jakarta Utara,0,0,201808
1816,2018-08-25T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Instansi Lain,Jl. Mas Mansyur,Kebon Melati,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,201808
1817,2018-08-25T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Cipinang Kebembem ( Belakang R.S Persahabatan ),Cipinang,Pulogadung,Kota Administrasi Jakarta Timur,0,5000000,201808
